brand,model,driven,gear,year,price
Ford,Focus,2218.0,Automatic,2016,37800.0
Ford,Expedition,116963.0,Automatic,2012,52498.0
Lincoln,MKT,72339.0,Automatic,2013,72449.0
Ford,Taurus,29900.0,Automatic,2015,56000.0
Ford,Expedition,96338.0,Automatic,2012,49999.0
Ford,Expedition,90660.0,Automatic,2012,52498.0
Ford,Taurus,15276.0,Automatic,2016,64999.0
Ford,Escape,66325.0,Automatic,2015,53549.0
Ford,Fusion,115250.0,Automatic,2015,45000.0
Ford,Edge,132239.0,Automatic,2013,41999.0
Lincoln,MKT,68317.0,Automatic,2015,99999.0
Lincoln,MKS,21667.0,Automatic,2014,93450.0
Ford,Fusion,10666.0,Automatic,2015,52500.0
Ford,Focus,28000.0,Automatic,2016,37800.0
Mazda,CX-9,54000.0,Automatic,2019,120000.0
Toyota,Corolla,92000.0,Automatic,2016,39000.0
Toyota,Corolla,85000.0,Automatic,2015,45000.0
Toyota,Corolla,85000.0,Automatic,2015,49000.0
Kia,Sportage,204000.0,Automatic,2015,40000.0
Hyundai,Elantra,200000.0,Automatic,2013,18000.0
Mitsubishi,Lancer,216000.0,Manual,2012,14000.0
Ford,Explorer,230000.0,Automatic,2008,16000.0
Nissan,Sunny,120000.0,CVT,2018,26000.0
MG,6,79000.0,Automatic,2017,62000.0
Toyota,Hilux,185000.0,Manual,2003,37000.0
Chevrolet,Spark,144000.0,Automatic,2017,20000.0
Hyundai,Elantra,370000.0,Automatic,2012,22000.0
Toyota,Corolla,86000.0,CVT,2018,45000.0
Toyota,Corolla,400000.0,CVT,2016,30000.0
Ford,Edge,175000.0,Automatic,2012,38000.0
GMC,Acadia,200000.0,Automatic,2015,45000.0
Toyota,Yaris,50000.0,Automatic,2018,29000.0
Toyota,Yaris,178640.0,Automatic,2015,27000.0
Kia,Optima,180000.0,Automatic,2015,36000.0
Hyundai,Accent,86000.0,Automatic,2019,34000.0
Hyundai,Accent,155999.0,Automatic,2014,20000.0
Toyota,Camry,290000.0,Automatic,2012,32000.0
MG,3,118000.0,Automatic,2016,35000.0
Nissan,Sentra,52000.0,Automatic,2017,37000.0
Toyota,Yaris,118000.0,Automatic,2015,24000.0
Kia,Carens,249998.0,Automatic,2014,27000.0
Geely,Emgrand,146000.0,Manual,2014,14500.0
Hyundai,Elantra,197000.0,Automatic,2016,33000.0
Hyundai,Sonata,265000.0,Automatic,2013,23000.0
Toyota,Yaris,185000.0,Automatic,2013,31000.0
Kia,Picanto,191000.0,Automatic,2014,11800.0
Toyota,Sequoia,294000.0,Automatic,2009,50000.0
Ford,Edge,260000.0,Automatic,2007,25000.0
Ford,Edge,260000.0,Automatic,2007,25000.0
Lincoln,MKS,68000.0,Automatic,2013,65000.0
Land,Rover,250000.0,Automatic,2010,55000.0
Dodge,Charger,200000.0,Automatic,2014,35000.0
Hyundai,Azera,265000.0,Automatic,2015,49000.0
Hyundai,Genesis,290000.0,Automatic,2012,35000.0
Ford,Expedition,84000.0,Automatic,2014,75000.0
Kia,Optima,21000.0,Automatic,2018,61000.0
Hyundai,H1,195000.0,Automatic,2013,37000.0
Honda,City,90000.0,Automatic,2017,30000.0
Toyota,Corolla,300000.0,CVT,2009,15000.0
Nissan,Tiida,215000.0,Automatic,2007,10000.0
Toyota,Tundra,160000.0,Automatic,2016,115000.0
Toyota,Hiace,192000.0,Manual,2012,38000.0
Citroen,C5,250000.0,Automatic,2012,18000.0
Chevrolet,Traverse,119000.0,Automatic,2012,40000.0
Hyundai,Elantra,173000.0,Automatic,2013,15500.0
Hyundai,Accent,200000.0,Automatic,2016,24000.0
Hyundai,Tucson,185000.0,Automatic,2015,36500.0
MG,6,106000.0,Automatic,2016,37000.0
Nissan,Altima,180000.0,Manual,2007,14000.0
Hyundai,Santa,85000.0,Automatic,2016,60000.0
Kia,Sportage,151000.0,Automatic,2016,56000.0
Toyota,Yaris,129000.0,Automatic,2015,21000.0
Lexus,RX,40.0,Automatic,2018,180000.0
Kia,Cerato,4500.0,Automatic,2020,69000.0
Hyundai,Santa,125000.0,Automatic,2018,65000.0
Kia,Rio,141000.0,Automatic,2016,24500.0
Chevrolet,Camaro,295000.0,Automatic,2010,28000.0
Toyota,Fortuner,242000.0,Automatic,2017,67000.0
Hyundai,Elantra,139000.0,Automatic,2017,42000.0
Toyota,Corolla,97000.0,CVT,2017,43000.0
Chevrolet,Trailblazer,86000.0,Automatic,2018,45000.0
Toyota,Yaris,145000.0,Automatic,2016,23500.0
Toyota,Camry,3021.0,Automatic,2018,22000.0
Toyota,Camry,3021.0,Automatic,2018,22000.0
Toyota,Camry,3021.0,Automatic,2018,22000.0
Ford,Expedition,34000.0,Automatic,2010,25000.0
Ford,Figo,51553.0,Automatic,2016,20999.0
Ford,Focus,125041.0,Automatic,2012,16999.0
Ford,Expedition,112000.0,Automatic,2012,52500.0
Ford,Figo,61105.0,Automatic,2016,20999.0
Ford,Taurus,5318.0,Automatic,2017,95000.0
Ford,Taurus,80040.0,Automatic,2015,58999.0
Ford,Taurus,167219.0,Automatic,2013,39000.0
Ford,Figo,33643.0,Automatic,2016,20999.0
Ford,Fusion,36900.0,Automatic,2017,64999.0
Ford,Taurus,55012.0,Automatic,2016,70000.0
Ford,Taurus,99421.0,Automatic,2014,48000.0
Ford,Figo,23172.0,Automatic,2016,20999.0
Ford,Escape,66323.0,Automatic,2015,44999.0
Ford,Figo,26993.0,Automatic,2016,20999.0
Ford,Taurus,191302.0,Automatic,2013,33999.0
Ford,Figo,31038.0,Automatic,2016,20999.0
Ford,Figo,20190.0,Automatic,2016,20999.0
Ford,Figo,20221.0,Automatic,2016,20999.0
Ford,Explorer,53035.0,Automatic,2014,62999.0
Ford,Explorer,136586.0,Automatic,2012,44999.0
Ford,Taurus,147600.0,Automatic,2013,39999.0
Lincoln,MKS,22456.0,Automatic,2015,79999.0
Lincoln,Continental,105.0,Automatic,2017,235999.0
Ford,Explorer,89000.0,Automatic,2013,54999.0
Ford,Expedition,105100.0,Automatic,2013,53999.0
Ford,Edge,145150.0,Automatic,2013,55999.0
Ford,EcoSport,186000.0,Automatic,2014,23000.0
Ford,Focus,93700.0,Automatic,2014,24999.0
Ford,Edge,157000.0,Automatic,2013,43999.0
Ford,Expedition,165.0,Automatic,2017,124999.0
Ford,Ranger,43961.0,Manual,2016,54999.0
Toyota,Corolla,43814.0,Automatic,2016,49999.0
Ford,Explorer,18900.0,Automatic,2016,129999.0
Ford,Explorer,132368.0,Automatic,2013,54999.0
Ford,Expedition,147.0,Automatic,2017,139999.0
Ford,Explorer,853.0,Automatic,2017,135999.0
Toyota,Corolla,18652.0,Automatic,2016,50000.0
Ford,Fusion,95395.0,Automatic,2014,33000.0
Ford,Taurus,1606.0,Automatic,2017,110000.0
Ford,Explorer,68114.0,Automatic,2015,63999.0
Ford,Taurus,85.0,Automatic,2017,109999.0
Ford,Edge,71188.0,Automatic,2012,50400.0
Ford,Expedition,3960.0,Automatic,2017,150150.0
Toyota,Camry,90109.0,Automatic,2015,49999.0
Toyota,Camry,42249.0,Automatic,2015,52500.0
Toyota,Camry,39706.0,Automatic,2015,52500.0
Ford,Expedition,92618.0,Automatic,2014,59999.0
Toyota,Camry,49210.0,Automatic,2015,51999.0
Ford,Edge,18815.0,Automatic,2013,51729.0
Lincoln,Continental,10300.0,Automatic,2017,259999.0
Lincoln,Continental,680.0,Automatic,2017,284999.0
Ford,Expedition,68281.0,Automatic,2016,90999.0
Ford,Taurus,35000.0,Automatic,2015,94500.0
Ford,Focus,48854.0,Automatic,2013,20000.0
Ford,Fusion,14505.0,Automatic,2016,44999.0
Ford,Focus,27202.0,Automatic,2016,44999.0
Ford,Fusion,17110.0,Automatic,2016,48999.0
Toyota,Camry,50287.0,Automatic,2015,51450.0
Ford,Expedition,6214.0,Automatic,2016,102999.0
Lincoln,Navigator,102500.0,Automatic,2012,84000.0
Ford,Expedition,13333.0,Automatic,2016,94999.0
Ford,Edge,606.0,Automatic,2017,134999.0
Ford,Expedition,155766.0,Automatic,2013,54999.0
Ford,Taurus,26900.0,Automatic,2016,73000.0
Ford,Flex,2700.0,Automatic,2016,93450.0
Ford,Ranger,8184.0,Manual,2011,24999.0
Ford,Edge,361.0,Automatic,2017,109999.0
Ford,Mustang,7796.0,Automatic,2017,156000.0
Ford,Ranger,90033.0,Manual,2011,22999.0
Ford,Edge,1130.0,Automatic,2017,100500.0
Ford,Expedition,1218.0,Automatic,2017,142999.0
Ford,Expedition,92823.0,Automatic,2015,73499.0
Ford,Expedition,92409.0,Automatic,2013,54999.0
Lincoln,MKX,35667.0,Automatic,2016,167999.0
Ford,Edge,1682.0,Automatic,2017,134999.0
Ford,Mustang,15878.0,Automatic,2017,189000.0
Ford,Expedition,2129.0,Automatic,2017,155999.0
Ford,Edge,335.0,Automatic,2017,134999.0
Ford,Taurus,22114.0,Automatic,2017,99999.0
Ford,Edge,727.0,Automatic,2017,129999.0
Ford,Edge,2774.0,Automatic,2017,134999.0
Ford,Edge,4422.0,Automatic,2017,134999.0
Ford,Edge,21.0,Automatic,2017,111300.0
Ford,Expedition,16834.0,Automatic,2017,149999.0
Ford,Taurus,7000.0,Automatic,2017,142800.0
Ford,Explorer,165500.0,Automatic,2013,52499.0
Ford,Expedition,118300.0,Automatic,2012,52500.0
Ford,Focus,1739.0,Automatic,2017,42000.0
Ford,Expedition,1243.0,Automatic,2017,165999.0
Ford,Fusion,22603.0,Automatic,2015,45000.0
Ford,Edge,255.0,Automatic,2017,124999.0
Ford,Edge,71188.0,Automatic,2012,57750.0
Ford,Expedition,82604.0,Automatic,2012,52498.0
Ford,Expedition,561.0,Automatic,2017,126000.0
Ford,Edge,56723.0,Automatic,2014,59999.0
Ford,Edge,4483.0,Automatic,2017,120750.0
Ford,Ranger,35511.0,Manual,2016,60900.0
Ford,Focus,2218.0,Automatic,2016,37800.0
Ford,Expedition,83800.0,Automatic,2014,78750.0
Ford,Expedition,116963.0,Automatic,2012,52498.0
Lincoln,MKT,72339.0,Automatic,2013,72449.0
Ford,Taurus,29900.0,Automatic,2015,56000.0
Ford,Expedition,90660.0,Automatic,2012,52498.0
Ford,Taurus,15276.0,Automatic,2016,64999.0
Ford,Fusion,115250.0,Automatic,2015,45000.0
Ford,Edge,132239.0,Automatic,2013,41999.0
Lincoln,MKT,68317.0,Automatic,2015,99999.0
Ford,Focus,28000.0,Automatic,2016,37800.0
Ford,Fusion,10666.0,Automatic,2015,52500.0
Lincoln,MKS,21667.0,Automatic,2014,93450.0
Ford,Expedition,28000.0,Automatic,2016,93000.0
Chery,Arrizo,4600.0,Automatic,2021,36000.0
Toyota,Camry,151000.0,Automatic,2011,28000.0
Hyundai,Accent,235000.0,Automatic,2013,17000.0
Chevrolet,Optra,275000.0,Automatic,2008,7000.0
Hyundai,Accent,265000.0,Automatic,2016,19000.0
Hyundai,Accent,260000.0,Automatic,2013,15500.0
Toyota,Corolla,340000.0,CVT,2008,15000.0
Toyota,Corolla,190000.0,CVT,2015,36000.0
Ford,Fusion,165000.0,Automatic,2012,24000.0
Kia,Sorento,134000.0,Automatic,2015,43000.0
Hyundai,Accent,150000.0,Automatic,2005,10000.0
Nissan,Sunny,99000.0,CVT,2018,26000.0
Kia,Sportage,95000.0,Automatic,2016,40000.0
Chevrolet,Spark,129000.0,Automatic,2016,16000.0
Hyundai,Accent,210000.0,Automatic,2015,21000.0
Chevrolet,Caprice,300000.0,Automatic,2009,18500.0
Hyundai,Sonata,106000.0,Automatic,2018,44000.0
Hyundai,Veloster,80000.0,Automatic,2016,37000.0
Ford,Focus,120000.0,Manual,2012,18000.0
Renault,Fluence,140000.0,CVT,2016,18000.0
GMC,Terrain,133000.0,Automatic,2015,31000.0
Dodge,Durango,117000.0,Automatic,2015,85000.0
Toyota,Camry,755000.0,Automatic,2018,62500.0
Ford,Expedition,27000.0,Automatic,2018,148000.0
Kia,Cerato,49000.0,Automatic,2019,6000.0
Hyundai,Elantra,225000.0,Automatic,2013,21000.0
Toyota,Corolla,105000.0,Manual,2011,22000.0
Ford,Explorer,360000.0,Automatic,2010,11000.0
Mazda,3,75000.0,Automatic,2019,43000.0
Hyundai,Sonata,218000.0,Automatic,2014,28000.0
Kia,Sportage,115000.0,Automatic,2014,42000.0
Toyota,Corolla,39000.0,CVT,2019,59000.0
Nissan,Sunny,130000.0,Manual,2013,16000.0
Hyundai,Accent,128000.0,Automatic,2014,24000.0
Toyota,Rav4,106000.0,Automatic,2015,65000.0
Toyota,Yaris,180000.0,Manual,2011,12500.0
Ford,EcoSport,143000.0,Automatic,2015,28000.0
Toyota,Corolla,86000.0,CVT,2017,42000.0
Hyundai,Accent,380000.0,Automatic,2014,17000.0
Land,Rover,158500.0,Automatic,2015,220000.0
Nissan,Altima,44792.0,Automatic,2017,68000.0
Porsche,Boxster,21917.0,Automatic,2017,92000.0
Hyundai,Elantra,134000.0,Automatic,2016,36000.0
Toyota,Corolla,200000.0,Automatic,2015,30000.0
Hyundai,Elantra,197312.0,Automatic,2013,20000.0
Hyundai,Elantra,60000.0,Automatic,2016,33000.0
Dodge,Charger,144000.0,Automatic,2008,20000.0
Kia,Rio,165000.0,Automatic,2013,20000.0
Hyundai,Accent,200000.0,Automatic,2016,24000.0
Hyundai,Elantra,230000.0,Automatic,2013,14500.0
Toyota,Hilux,160000.0,Automatic,2011,40000.0
Hyundai,Santa,290000.0,Automatic,2003,10500.0
Audi,A6,70000.0,Automatic,2020,170000.0
Renault,Duster,190000.0,Manual,2015,20000.0
Hyundai,Sonata,230000.0,Automatic,2015,25000.0
Toyota,Corolla,250000.0,CVT,2010,17000.0
Ford,Edge,349970.0,Automatic,2009,20500.0
Kia,Rio,71500.0,Automatic,2017,27000.0
Toyota,Camry,150000.0,Automatic,2010,19000.0
Kia,Carnival,280000.0,Automatic,2009,16000.0
Kia,Rio,118000.0,Automatic,2014,20500.0
Mercedes-Benz,S-Class,300000.0,Automatic,2005,12500.0
Kia,Rio,300000.0,Automatic,2012,15000.0
Toyota,Camry,137000.0,Automatic,2015,46500.0
Mazda,3,195000.0,Automatic,2013,12500.0
Audi,TTS,36000.0,Automatic,2016,148000.0
Dodge,Durango,209000.0,Automatic,2012,39000.0
Toyota,Innova,177998.0,Automatic,2013,37000.0
Chevrolet,Express,341039.0,Automatic,2011,40000.0
Geely,Emgrand,185000.0,Automatic,2013,13000.0
BMW,i8,30.0,Automatic,2018,300000.0
Hyundai,Azera,360000.0,Automatic,2008,20000.0
Chevrolet,Trailblazer,300000.0,Automatic,2006,12996.0
Abarth,124,48500.0,CVT,2020,97500.0
Jeep,Wrangler,6449.0,Automatic,2018,73500.0
Volvo,XC70,46000.0,Automatic,2012,75000.0
Jeep,Grand,6600.0,Automatic,2019,120000.0
Audi,TTS,36000.0,CVT,2016,148000.0
Ford,Fusion,225000.0,Manual,2010,25500.0
Jeep,Wrangler,6449.0,Automatic,2018,73500.0
Ford,Focus,125041.0,Automatic,2012,16999.0
Ford,Figo,51553.0,Automatic,2016,20999.0
Ford,Expedition,112000.0,Automatic,2012,52500.0
Ford,Figo,61105.0,Automatic,2016,20999.0
Ford,Figo,33643.0,Automatic,2016,20999.0
Ford,Taurus,80040.0,Automatic,2015,58999.0
Ford,Taurus,167219.0,Automatic,2013,39000.0
Ford,Taurus,5318.0,Automatic,2017,95000.0
Ford,Taurus,55012.0,Automatic,2016,70000.0
Ford,Fusion,36900.0,Automatic,2017,64999.0
Ford,Figo,23172.0,Automatic,2016,20999.0
Ford,Taurus,99421.0,Automatic,2014,48000.0
Ford,Figo,31038.0,Automatic,2016,20999.0
Ford,Escape,66323.0,Automatic,2015,44999.0
Ford,Figo,26993.0,Automatic,2016,20999.0
Ford,Figo,20221.0,Automatic,2016,20999.0
Ford,Figo,20190.0,Automatic,2016,20999.0
Ford,Taurus,191302.0,Automatic,2013,33999.0
Ford,Explorer,136586.0,Automatic,2012,44999.0
Lincoln,Continental,105.0,Automatic,2017,235999.0
Ford,Explorer,53035.0,Automatic,2014,62999.0
Lincoln,MKS,22456.0,Automatic,2015,79999.0
Ford,Taurus,147600.0,Automatic,2013,39999.0
Ford,Expedition,105100.0,Automatic,2013,53999.0
Ford,Edge,145150.0,Automatic,2013,55999.0
Ford,Edge,157000.0,Automatic,2013,43999.0
Ford,Explorer,89000.0,Automatic,2013,54999.0
Ford,EcoSport,186000.0,Automatic,2014,23000.0
Ford,Focus,93700.0,Automatic,2014,24999.0
Ford,Explorer,18900.0,Automatic,2016,129999.0
Ford,Expedition,147.0,Automatic,2017,139999.0
Ford,Ranger,43961.0,Manual,2016,54999.0
Ford,Expedition,165.0,Automatic,2017,124999.0
Toyota,Corolla,18652.0,Automatic,2016,50000.0
Toyota,Corolla,43814.0,Automatic,2016,49999.0
Ford,Explorer,132368.0,Automatic,2013,54999.0
Ford,Explorer,853.0,Automatic,2017,135999.0
Ford,Explorer,68114.0,Automatic,2015,63999.0
Ford,Taurus,85.0,Automatic,2017,109999.0
Ford,Fusion,95395.0,Automatic,2014,33000.0
Ford,Taurus,1606.0,Automatic,2017,110000.0
Ford,Expedition,3960.0,Automatic,2017,150150.0
Ford,Edge,71188.0,Automatic,2012,50400.0
Toyota,Camry,90109.0,Automatic,2015,49999.0
Toyota,Camry,49210.0,Automatic,2015,51999.0
Toyota,Camry,39706.0,Automatic,2015,52500.0
Toyota,Camry,42249.0,Automatic,2015,52500.0
Ford,Expedition,92618.0,Automatic,2014,59999.0
Ford,Edge,18815.0,Automatic,2013,51729.0
Ford,Expedition,68281.0,Automatic,2016,90999.0
Ford,Taurus,35000.0,Automatic,2015,94500.0
Lincoln,Continental,680.0,Automatic,2017,284999.0
Lincoln,Continental,10300.0,Automatic,2017,259999.0
Ford,Fusion,14505.0,Automatic,2016,44999.0
Ford,Focus,48854.0,Automatic,2013,20000.0
Ford,Focus,27202.0,Automatic,2016,44999.0
Ford,Fusion,17110.0,Automatic,2016,48999.0
Toyota,Camry,50287.0,Automatic,2015,51450.0
Ford,Expedition,6214.0,Automatic,2016,102999.0
Ford,Edge,606.0,Automatic,2017,134999.0
Lincoln,Navigator,102500.0,Automatic,2012,84000.0
Ford,Expedition,13333.0,Automatic,2016,94999.0
Ford,Ranger,8184.0,Manual,2011,24999.0
Ford,Taurus,26900.0,Automatic,2016,73000.0
Ford,Expedition,155766.0,Automatic,2013,54999.0
Ford,Flex,2700.0,Automatic,2016,93450.0
Ford,Expedition,1218.0,Automatic,2017,142999.0
Ford,Mustang,7796.0,Automatic,2017,156000.0
Ford,Edge,361.0,Automatic,2017,109999.0
Ford,Expedition,92823.0,Automatic,2015,73499.0
Ford,Edge,1130.0,Automatic,2017,100500.0
Ford,Ranger,90033.0,Manual,2011,22999.0
Lincoln,MKX,35667.0,Automatic,2016,167999.0
Ford,Expedition,92409.0,Automatic,2013,54999.0
Ford,Mustang,15878.0,Automatic,2017,189000.0
Ford,Expedition,2129.0,Automatic,2017,155999.0
Ford,Edge,1682.0,Automatic,2017,134999.0
Ford,Edge,727.0,Automatic,2017,129999.0
Ford,Edge,335.0,Automatic,2017,134999.0
Ford,Edge,2774.0,Automatic,2017,134999.0
Ford,Edge,4422.0,Automatic,2017,134999.0
Ford,Edge,21.0,Automatic,2017,111300.0
Ford,Taurus,22114.0,Automatic,2017,99999.0
Ford,Taurus,7000.0,Automatic,2017,142800.0
Ford,Explorer,165500.0,Automatic,2013,52499.0
Ford,Expedition,118300.0,Automatic,2012,52500.0
Ford,Expedition,16834.0,Automatic,2017,149999.0
Ford,Focus,1739.0,Automatic,2017,42000.0
Ford,Expedition,1243.0,Automatic,2017,165999.0
Ford,Expedition,82604.0,Automatic,2012,52498.0
Ford,Edge,255.0,Automatic,2017,124999.0
Ford,Fusion,22603.0,Automatic,2015,45000.0
Ford,Edge,71188.0,Automatic,2012,57750.0
Ford,Edge,56723.0,Automatic,2014,59999.0
Ford,Expedition,83800.0,Automatic,2014,78750.0
Ford,Edge,4483.0,Automatic,2017,120750.0
Ford,Expedition,561.0,Automatic,2017,126000.0
Ford,Ranger,35511.0,Manual,2016,60900.0
Ford,Focus,2218.0,Automatic,2016,37800.0
Lincoln,MKT,72339.0,Automatic,2013,72449.0
Ford,Expedition,116963.0,Automatic,2012,52498.0
Ford,Taurus,29900.0,Automatic,2015,56000.0
Ford,Taurus,15276.0,Automatic,2016,64999.0
Ford,Expedition,90660.0,Automatic,2012,52498.0
Ford,Fusion,115250.0,Automatic,2015,45000.0
Lincoln,MKT,68317.0,Automatic,2015,99999.0
Ford,Edge,132239.0,Automatic,2013,41999.0
Ford,Focus,28000.0,Automatic,2016,37800.0
Ford,Fusion,10666.0,Automatic,2015,52500.0
Lincoln,MKS,21667.0,Automatic,2014,93450.0
Jeep,Wrangler,6449.0,Automatic,2018,73500.0
Jeep,Wrangler,6449.0,Automatic,2018,73500.0
Toyota,Camry,180000.0,Automatic,2007,21200.0
Land,Rover,31000.0,Automatic,2014,70000.0
Volkswagen,Touareg,153000.0,Automatic,2014,56000.0
Toyota,Yaris,250000.0,Automatic,2015,22000.0
